volatile_acidity,density,free_sulfur_dioxide,fixed_acidity,pH,quality,alcohol,citric_acid,sulphates,total_sulfur_dioxide,residual_sugar,chlorides,wine_type
0.23,0.9997,15.0,11.8,2.93,3.0,9.7,0.38,0.55,123.0,11.1,0.034,White
0.27,0.9944,8.0,8.3,3.08,4.0,10.3,0.45,0.61,72.0,1.3,0.048,White
0.25,0.99604,61.0,6.6,3.22,5.0,9.2,0.51,0.49,189.0,8.0,0.047,White
0.16,0.99825,33.0,7.4,2.9,7.0,8.7,0.3,0.44,168.0,13.7,0.056,White
0.25,0.998,47.0,6.5,3.58,5.0,10.0,0.35,0.47,179.0,12.0,0.055,White
0.25,0.99138,24.0,7.4,3.04,6.0,11.2,0.37,0.53,132.0,2.6,0.05,White
0.2,0.991,26.0,7.8,3.08,7.0,12.1,0.24,0.74,189.0,1.6,0.026,White
0.6,0.995,25.0,7.5,3.35,5.0,10.1,0.03,0.54,99.0,1.8,0.095,Red
0.44,0.99438,32.0,6.9,3.32,6.0,11.4,0.0,0.58,38.0,1.4,0.07,Red
0.23,0.99068,19.0,5.6,3.25,6.0,11.2,0.29,0.51,89.0,3.1,0.023,White
0.26,0.99432,25.0,7.0,3.11,6.0,10.9,0.34,0.34,84.0,10.9,0.038,White
0.71,0.99635,22.0,7.5,3.38,6.0,10.0,0.0,0.58,31.0,1.6,0.092,Red
0.28,0.99388,26.0,6.2,3.2,6.0,10.7,0.27,0.36,108.0,10.3,0.03,White
0.26,0.9947,27.0,5.6,3.4,7.0,10.7,0.27,0.34,119.0,10.6,0.03,White
0.77,0.99865,30.0,9.6,3.3,6.0,10.4,0.12,0.64,74.0,2.9,0.082,Red
0.46,0.9948,18.0,6.7,3.39,6.0,10.6,0.24,0.6,34.0,1.7,0.077,Red
0.24,0.992,37.0,7.2,3.27,7.0,11.0,0.29,0.64,102.0,2.2,0.037,White
0.28,0.9981,32.0,8.5,3.13,6.0,9.9,0.34,0.4,161.0,13.8,0.041,White
0.45,0.9956,11.0,6.0,3.04,5.0,9.4,0.65,0.48,159.0,9.7,0.08,White
0.35,0.9911,35.0,6.8,3.28,8.0,12.0,0.32,0.46,103.0,2.4,0.048,White
0.66,0.99256,7.0,5.6,3.52,5.0,12.9,0.0,0.58,15.0,2.5,0.066,Red
0.23,0.99835,33.0,6.6,3.04,6.0,9.0,0.3,0.54,118.0,14.9,0.051,White
0.35,0.9993,55.0,8.4,3.07,6.0,9.4,0.56,0.58,190.0,13.8,0.048,White
0.15,0.99792,29.0,7.0,2.96,7.0,9.0,0.28,0.39,149.0,14.7,0.051,White
0.37,0.9947,15.0,7.2,3.23,7.0,11.3,0.32,0.73,28.0,2.0,0.062,Red
0.38,1.0004,12.0,11.9,3.16,5.0,10.3,0.49,0.61,42.0,2.7,0.098,Red
0.24,0.9918,26.0,9.0,3.21,6.0,12.4,0.5,0.34,107.0,1.2,0.048,White
0.34,0.98924,34.0,6.7,2.97,7.0,12.2,0.4,0.48,111.0,2.1,0.033,White
0.7,0.9978,11.0,7.4,3.51,5.0,9.4,0.0,0.56,34.0,1.9,0.076,Red
0.3,0.99588,16.0,8.0,3.3,6.0,10.8,0.63,0.78,29.0,1.6,0.081,Red
0.6,0.9972,50.0,6.3,3.19,4.0,9.3,0.44,0.57,245.0,11.0,0.05,White
0.2,0.99374,36.0,6.3,3.8,6.0,10.8,0.24,0.66,135.0,1.7,0.052,White
0.29,0.9983,26.0,8.0,3.25,6.0,9.7,0.29,0.37,113.0,13.2,0.046,White
0.2,0.99941,50.0,6.5,2.94,6.0,8.8,0.5,0.64,221.0,18.1,0.054,White
0.3,0.98956,33.0,6.3,3.22,7.0,12.9,0.29,0.46,142.0,2.1,0.048,White
0.67,0.99701,22.0,6.8,3.4,5.0,9.7,0.0,0.74,39.0,1.9,0.08,Red
0.3,0.99354,8.0,8.0,3.05,6.0,12.2,0.36,0.41,70.0,11.0,0.034,White
0.965,0.9963,11.0,7.7,3.26,5.0,9.5,0.1,0.5,22.0,2.1,0.112,Red
0.41,0.99702,6.0,10.0,3.21,7.0,11.8,0.45,0.49,14.0,6.2,0.071,Red
0.31,0.99206,53.0,6.7,3.12,5.0,10.1,0.09,0.44,141.0,1.4,0.039,White
0.44,0.999,38.0,10.4,3.17,7.0,12.0,0.73,0.85,76.0,6.55,0.074,Red
0.25,0.99238,14.0,7.4,2.94,7.0,11.5,0.28,0.37,78.0,7.25,0.028,White
0.45,0.9976,12.0,7.0,3.07,6.0,11.0,0.34,0.38,67.0,19.8,0.04,White
0.745,0.9968,30.0,8.0,3.24,5.0,9.4,0.56,0.66,134.0,2.0,0.118,Red
0.39,0.9955,33.0,7.8,3.04,6.0,10.9,0.26,0.42,181.0,9.9,0.059,White
0.64,0.9984,42.0,7.4,2.9,5.0,9.3,0.47,0.49,185.0,14.15,0.168,White
0.34,0.9946,13.0,8.9,3.14,5.0,9.7,0.34,0.47,176.0,1.6,0.056,White
0.25,0.99708,53.0,7.9,3.11,6.0,9.6,0.34,0.57,202.0,11.4,0.04,White
0.33,0.992,32.0,7.3,3.03,7.0,11.9,0.4,0.3,138.0,6.85,0.038,White
0.155,0.9934,73.5,7.4,3.18,7.0,9.9,0.34,0.61,214.0,2.3,0.045,White
1.005,0.9966,34.0,9.9,3.02,4.0,10.2,0.46,0.49,185.0,1.4,0.046,White
0.27,0.9977,44.0,7.8,3.06,6.0,8.9,0.58,0.41,161.0,11.2,0.036,White
0.53,0.9965,20.0,7.5,3.38,6.0,10.7,0.06,0.59,44.0,2.6,0.086,Red
0.36,0.99146,67.0,7.0,3.05,6.0,11.1,0.35,0.56,161.0,2.5,0.048,White
0.2,0.99496,29.0,6.6,3.11,7.0,10.5,0.27,0.44,130.0,10.9,0.038,White
0.4,0.99186,43.0,6.3,3.24,6.0,11.3,0.24,0.44,131.0,5.1,0.036,White
0.5,0.9937,17.0,5.6,3.63,5.0,13.0,0.09,0.63,99.0,2.3,0.049,Red
0.23,0.99946,37.0,6.2,3.23,6.0,8.8,0.36,0.43,130.0,17.2,0.039,White
0.28,0.99434,28.0,7.8,3.23,5.0,9.8,0.31,0.64,208.0,2.1,0.046,White
0.6,0.99914,20.0,7.0,3.3,5.0,10.2,0.3,1.17,110.0,4.5,0.068,Red
0.56,0.99522,36.0,6.9,3.53,5.0,10.6,0.03,0.57,46.0,1.5,0.086,Red
0.33,0.993,7.0,6.5,3.09,4.0,9.5,0.72,0.57,151.0,1.1,0.061,White
0.33,0.99125,5.0,6.0,3.28,4.0,11.5,0.18,0.4,85.0,3.0,0.036,White
0.26,0.9962,52.0,7.4,3.13,6.0,8.9,0.31,0.45,177.0,7.6,0.047,White
0.52,0.9956,8.0,6.6,3.4,6.0,9.4,0.04,0.63,15.0,2.2,0.069,Red
0.16,0.99096,74.0,6.2,3.22,6.0,11.0,0.32,0.41,184.0,1.1,0.036,White
0.18,0.9927,67.0,7.5,3.01,6.0,10.6,0.45,0.38,158.0,4.6,0.041,White
0.36,0.9944,36.0,6.1,3.17,6.0,9.9,0.16,0.62,198.0,6.4,0.037,White
0.2,0.99458,7.0,7.9,3.32,7.0,11.9,0.35,0.8,15.0,1.7,0.054,Red
0.45,0.99058,17.0,6.9,3.12,7.0,12.5,0.27,0.36,80.0,4.7,0.035,White
0.32,0.99611,24.0,6.3,3.11,5.0,9.9,0.26,0.58,205.0,12.3,0.044,White
0.41,0.9984,12.0,9.3,3.26,5.0,10.2,0.39,0.65,31.0,2.2,0.064,Red
0.31,0.99429,34.0,6.2,3.16,5.0,8.4,0.23,0.48,113.0,3.3,0.052,White
0.21,0.9971,68.0,6.3,3.36,6.0,10.4,0.33,0.5,179.0,13.9,0.046,White
0.18,0.99104,25.0,8.6,2.99,5.0,11.1,0.28,0.38,78.0,0.8,0.032,White
0.25,0.99782,25.0,6.1,3.07,6.0,9.2,0.48,0.45,94.0,15.8,0.052,White
0.865,0.995,27.0,6.4,3.61,6.0,12.7,0.03,0.49,58.0,3.2,0.071,Red
0.35,0.98942,32.0,6.5,3.11,8.0,12.1,0.36,0.5,111.0,0.8,0.034,White
0.27,0.992,33.0,14.2,3.15,6.0,11.1,0.49,0.54,156.0,1.1,0.037,White
0.28,0.9958,32.0,6.3,3.39,7.0,9.7,0.24,0.57,172.0,8.45,0.031,White
0.19,0.99043,18.0,6.3,2.92,6.0,11.05,0.32,0.47,80.0,2.8,0.046,White
0.56,0.99629,25.0,7.0,3.34,5.0,9.2,0.13,0.59,42.0,1.6,0.077,Red
0.53,0.99489,29.0,6.5,3.38,6.0,10.3,0.06,0.83,44.0,2.0,0.063,Red
0.18,0.98962,28.0,6.1,3.16,6.0,12.4,0.38,0.49,111.0,2.3,0.033,White
0.24,0.994,19.0,5.5,3.27,5.0,10.4,0.32,0.31,102.0,8.7,0.06,White
0.24,0.9897,6.0,6.3,3.3,4.0,12.2,0.37,0.34,61.0,1.8,0.031,White
0.24,0.99567,53.0,6.3,3.17,6.0,10.6,0.29,0.38,134.0,13.7,0.035,White
0.25,0.99163,15.0,6.6,2.96,6.0,11.1,0.32,0.52,68.0,5.6,0.039,White
0.28,0.99828,10.0,8.2,3.39,5.0,10.6,0.6,0.68,22.0,3.0,0.104,Red
0.22,0.99862,41.0,5.7,3.22,6.0,8.9,0.2,0.46,113.0,16.0,0.044,White
0.13,0.9932,54.0,7.1,3.3,7.0,9.8,0.4,0.97,134.0,1.2,0.047,White
0.26,0.99338,23.0,7.5,3.13,6.0,11.1,0.38,0.62,125.0,5.7,0.021,White
0.42,0.997,12.0,10.5,3.24,7.0,11.7,0.66,0.75,29.0,2.95,0.116,Red
0.12,0.9957,17.0,7.0,3.5,5.0,9.6,0.28,0.44,103.0,6.3,0.057,White
0.21,0.99942,31.0,6.7,2.95,6.0,8.8,0.48,0.75,195.0,14.8,0.05,White
0.26,0.9941,58.0,7.4,3.42,6.0,10.6,0.31,0.68,178.0,2.4,0.043,White
0.21,0.99418,28.0,6.2,3.22,6.0,9.9,0.52,0.49,123.0,6.5,0.047,White
0.15,0.99192,59.0,6.6,3.19,8.0,12.1,0.32,0.71,128.0,6.0,0.033,White
0.46,0.9939,62.0,6.2,3.25,5.0,9.8,0.25,0.52,207.0,4.4,0.066,White
0.44,0.9948,41.0,7.7,3.12,7.0,11.3,0.24,0.43,167.0,11.2,0.031,White
0.37,0.9918,27.0,7.1,3.19,5.0,12.0,0.32,0.62,126.0,1.4,0.037,White
0.26,0.9954,39.0,8.1,2.99,6.0,10.0,0.3,0.58,152.0,7.8,0.049,White
0.28,0.99754,45.0,6.6,3.12,5.0,8.8,0.23,0.51,190.0,10.4,0.049,White
0.32,0.9898,38.0,6.1,3.29,7.0,12.4,0.24,0.42,124.0,1.5,0.036,White
0.67,0.99736,11.0,8.4,3.2,4.0,9.2,0.19,0.59,75.0,2.2,0.093,Red
0.2,0.9926,18.0,8.8,2.97,5.0,10.4,0.28,0.35,72.0,1.1,0.018,White
0.22,0.99228,37.0,7.0,3.06,8.0,12.5,0.26,0.34,122.0,9.2,0.027,White
0.39,0.99596,19.0,7.7,3.16,5.0,9.4,0.12,0.49,27.0,1.7,0.097,Red
0.67,0.98722,5.0,4.7,3.3,5.0,13.6,0.09,0.34,9.0,1.0,0.02,White
0.2,0.99076,26.0,7.6,2.98,7.0,12.3,0.26,0.49,76.0,4.8,0.033,White
0.17,0.99945,47.0,7.1,3.34,6.0,9.1,0.4,0.78,156.0,14.55,0.047,White
0.21,0.995,60.0,5.7,3.65,6.0,10.1,0.24,0.72,189.0,2.3,0.047,White
0.27,0.9989,16.0,6.8,3.07,5.0,9.2,0.22,0.53,116.0,17.8,0.034,White
0.32,0.99067,25.0,5.8,3.44,7.0,12.2,0.31,0.73,153.0,2.7,0.049,White
0.18,0.99808,19.0,6.8,3.0,7.0,9.0,0.3,0.52,171.0,12.8,0.062,White
0.56,0.9958,16.0,8.4,3.13,5.0,11.0,0.08,0.52,44.0,2.1,0.105,Red
0.69,0.9959,22.0,7.0,3.34,6.0,9.2,0.08,0.54,89.0,1.8,0.097,Red
0.43,0.99126,15.0,7.1,3.18,6.0,12.6,0.3,0.46,138.0,6.6,0.025,White
0.21,0.99168,48.0,5.1,3.5,5.0,10.4,0.28,0.49,148.0,1.4,0.047,White
0.52,0.9976,20.0,8.7,3.34,7.0,10.6,0.09,0.86,49.0,2.5,0.091,Red
0.21,0.9969,53.0,5.9,3.25,5.0,9.5,0.24,0.39,165.0,12.1,0.044,White
0.22,0.99704,50.0,6.6,3.14,6.0,10.6,0.3,0.37,136.0,14.7,0.045,White
0.36,0.9944,11.0,9.8,2.93,5.0,10.8,0.45,0.46,124.0,1.6,0.042,White
0.36,0.9934,21.0,5.9,3.22,5.0,10.2,0.04,0.51,87.0,5.7,0.046,White
0.33,0.9913,29.0,7.4,3.07,7.0,11.8,0.26,0.52,115.0,2.6,0.04,White
0.28,0.9905,21.0,7.3,3.19,5.0,12.8,0.43,0.42,123.0,1.7,0.08,White
0.36,0.99711,22.0,6.2,3.31,6.0,9.8,0.45,0.56,184.0,10.4,0.06,White
0.11,0.99634,41.0,7.7,3.07,7.0,11.0,0.34,0.59,114.0,14.05,0.04,White
0.45,0.99774,10.0,10.1,3.22,6.0,9.3,0.23,0.65,18.0,1.9,0.082,Red
0.52,0.9973,5.0,7.2,3.32,6.0,9.6,0.07,0.81,20.0,1.4,0.074,Red
0.25,0.9954,37.0,7.8,3.36,6.0,10.0,0.41,0.45,149.0,3.7,0.042,White
0.49,0.9972,19.0,8.6,2.93,5.0,9.8,0.29,1.98,133.0,2.0,0.11,Red
0.57,0.997,4.0,6.4,3.46,5.0,9.5,0.02,0.68,11.0,1.8,0.067,Red
0.16,0.99328,17.0,7.1,3.35,6.0,12.4,0.44,0.54,31.0,2.5,0.068,Red
0.34,0.99076,42.0,5.2,3.25,6.0,12.5,0.37,0.41,133.0,6.2,0.031,White
0.44,0.99884,61.0,6.8,3.13,5.0,8.6,0.2,0.45,186.0,16.0,0.065,White
0.15,0.99347,14.0,6.9,3.24,8.0,10.4,0.28,0.46,107.0,4.4,0.029,White
0.31,0.9955,34.0,6.5,3.22,5.0,9.5,0.14,0.5,133.0,7.5,0.044,White
0.24,0.9974,8.0,8.2,3.22,6.0,10.9,0.34,0.94,22.0,5.1,0.062,Red
0.28,0.99318,50.0,6.2,3.23,6.0,10.8,0.41,0.64,188.0,5.0,0.043,White
0.36,0.9946,19.0,6.2,3.57,6.0,11.7,0.24,0.57,42.0,2.2,0.095,Red
0.39,0.9994,17.0,11.9,3.1,6.0,10.8,0.69,0.61,35.0,2.8,0.095,Red
0.57,0.99592,14.0,7.5,3.3,6.0,10.4,0.08,0.59,27.0,2.6,0.089,Red
0.34,0.99384,8.0,6.5,3.21,6.0,12.0,0.27,0.56,44.0,2.8,0.067,Red
0.28,0.99558,59.0,6.6,3.14,5.0,9.4,0.41,0.48,194.0,7.0,0.046,White
0.21,0.99778,77.0,7.4,2.95,5.0,9.0,0.8,0.48,183.0,12.3,0.038,White
0.21,0.9923,66.0,7.3,3.11,6.0,10.2,0.33,0.52,144.0,1.0,0.037,White
0.485,0.9918,19.0,8.6,3.01,5.0,12.4,0.29,0.38,101.0,4.1,0.026,White
0.21,0.98972,37.0,6.1,3.2,6.0,12.0,0.38,0.43,122.0,1.5,0.039,White
0.18,0.99165,50.0,5.9,3.16,6.0,11.3,0.28,0.44,139.0,5.1,0.039,White
0.38,0.99803,50.0,6.3,3.47,4.0,9.4,0.17,0.66,212.0,8.8,0.08,White
0.41,0.99939,19.0,12.6,3.21,6.0,11.3,0.54,0.76,41.0,2.8,0.103,Red
0.21,0.9938,35.0,6.9,3.63,6.0,10.3,0.33,0.78,136.0,1.4,0.056,White
0.43,0.9955,37.0,7.8,3.14,6.0,11.3,0.49,0.35,158.0,13.0,0.033,White
0.61,0.99787,30.0,8.8,3.22,6.0,10.0,0.19,0.5,69.0,4.0,0.094,Red
0.44,0.997,6.0,10.6,3.06,6.0,13.4,0.68,0.66,24.0,4.1,0.114,Red
0.34,0.9894,19.0,5.9,3.41,7.0,13.9,0.22,0.78,135.0,2.4,0.03,White
0.86,0.99712,13.0,9.5,3.25,5.0,10.0,0.26,0.62,28.0,1.9,0.079,Red
0.44,0.9896,35.0,7.1,3.07,7.0,13.5,0.37,0.43,128.0,2.7,0.041,White
0.32,0.9906,37.0,7.2,3.1,7.0,12.3,0.36,0.71,114.0,2.0,0.033,White
0.55,0.9957,19.0,6.1,3.36,6.0,10.2,0.15,0.47,125.0,9.8,0.031,White
0.76,0.997,15.0,7.8,3.26,5.0,9.8,0.04,0.65,54.0,2.3,0.092,Red
0.27,0.9927,27.0,7.8,3.05,6.0,10.5,0.34,0.45,154.0,1.6,0.046,White
0.3,0.9943,26.0,8.1,3.1,7.0,11.2,0.49,0.3,174.0,8.1,0.037,White
0.22,0.99296,20.0,6.9,3.17,6.0,11.2,0.32,0.55,119.0,5.8,0.041,White
0.25,0.99587,52.0,7.3,3.12,5.0,9.2,0.26,0.37,207.0,7.2,0.048,White
0.59,0.99746,20.0,7.1,3.55,5.0,9.8,0.01,0.59,85.0,2.5,0.077,Red
0.26,0.99451,42.0,10.0,2.98,8.0,11.8,0.54,0.63,74.0,1.9,0.083,Red
0.53,0.99118,6.0,7.0,3.08,8.0,12.5,0.43,0.5,76.0,6.1,0.029,White
0.25,0.99724,30.0,8.1,3.17,6.0,10.1,0.34,0.49,121.0,10.1,0.05,White
0.4,0.9929,11.0,7.2,3.01,5.0,9.3,0.49,0.42,138.0,1.1,0.048,White
0.6,0.99191,11.0,5.7,3.45,6.0,12.2,0.0,0.56,18.0,1.4,0.063,Red
0.3,0.9974,38.0,6.7,3.04,6.0,8.9,0.5,0.53,127.0,12.1,0.045,White
0.35,0.9924,15.0,9.2,2.96,4.0,10.4,0.39,0.28,61.0,0.9,0.042,White
0.6,0.9984,6.0,8.3,3.31,6.0,9.2,0.13,0.59,24.0,2.6,0.085,Red
0.39,0.99325,39.0,6.0,3.41,6.0,10.8,0.26,0.5,187.0,2.7,0.038,White
0.29,0.99397,49.0,7.1,3.21,6.0,10.7,0.34,0.4,128.0,7.8,0.036,White
0.25,0.9912,35.0,6.2,3.3,7.0,11.1,0.25,0.44,105.0,1.4,0.03,White
0.98,0.99705,20.0,7.3,3.31,3.0,9.7,0.05,0.55,49.0,2.1,0.061,Red
0.54,0.9956,39.0,7.0,3.39,6.0,11.4,0.0,0.84,55.0,2.1,0.079,Red
0.31,0.99062,22.0,5.7,3.31,7.0,11.7,0.28,0.38,86.0,4.1,0.03,White
0.2,0.99502,25.0,6.5,3.22,5.0,10.5,0.24,0.44,150.0,9.2,0.044,White
0.1,0.9947,31.0,6.4,3.43,6.0,9.7,0.35,0.79,103.0,4.9,0.048,White
0.19,0.9998,50.0,7.3,3.42,7.0,9.1,0.49,0.36,134.0,15.55,0.058,White
0.19,0.9938,29.0,8.5,3.14,6.0,10.1,0.49,0.51,117.0,3.5,0.044,White
0.16,0.9918,53.0,5.6,3.28,6.0,10.1,0.27,0.37,168.0,1.4,0.044,White
0.31,0.9909,36.0,6.1,3.3,8.0,12.3,0.58,0.6,114.0,5.0,0.039,White
0.735,0.99765,18.0,7.3,3.41,5.0,9.4,0.0,0.6,28.0,2.2,0.08,Red
0.265,0.99299,46.0,5.7,3.36,7.0,10.8,0.28,0.44,150.0,6.9,0.036,White
0.16,0.99365,31.0,6.1,3.32,7.0,10.15,0.34,0.58,114.0,6.1,0.034,White
0.4,0.99652,6.0,9.1,3.28,6.0,12.5,0.57,0.57,20.0,4.6,0.08,Red
0.25,0.99256,41.0,6.3,3.16,6.0,10.5,0.22,0.5,161.0,3.3,0.048,White
0.28,0.99168,18.0,5.2,3.24,6.0,10.0,0.29,0.54,69.0,1.1,0.028,White
0.4,0.9977,33.0,7.5,3.24,6.0,12.0,1.0,0.38,148.0,19.5,0.041,White
0.23,0.9981,3.0,11.6,3.14,6.0,9.9,0.57,0.7,8.0,1.8,0.074,Red
0.2,0.99642,35.0,6.3,3.47,6.0,8.5,0.3,0.4,152.0,5.9,0.034,White
0.19,0.99173,26.0,6.7,2.9,7.0,10.5,0.32,0.57,76.0,3.7,0.041,White
0.27,0.9898,24.0,6.1,3.36,6.0,12.5,0.32,0.4,110.0,1.1,0.034,White
0.24,0.99453,32.0,6.5,3.13,6.0,10.1,0.29,0.7,156.0,8.2,0.043,White
0.2,0.99008,36.0,6.5,3.22,6.0,12.0,0.33,0.65,110.0,1.5,0.039,White
0.33,0.9972,12.0,7.1,3.05,5.0,9.2,0.64,0.39,105.0,13.2,0.056,White
0.28,0.9958,10.0,9.1,3.15,5.0,10.1,0.49,0.46,112.0,2.0,0.059,White
0.64,0.99358,26.0,6.1,3.47,5.0,11.0,0.02,0.45,46.0,2.4,0.069,Red
0.51,0.99768,12.0,7.3,3.52,6.0,9.5,0.18,0.73,28.0,2.1,0.07,Red
0.54,0.99286,12.0,5.9,3.25,5.0,8.8,0.0,0.36,82.0,0.8,0.032,White
0.18,0.995,25.0,7.9,3.22,6.0,10.0,0.37,0.51,178.0,3.0,0.061,White
0.17,0.992,26.0,6.0,3.21,6.0,9.8,0.49,0.42,106.0,1.0,0.034,White
0.56,0.9991,19.0,10.0,3.18,6.0,10.1,0.24,0.56,58.0,2.2,0.079,Red
0.56,0.997,7.0,7.8,3.37,6.0,9.4,0.12,0.5,28.0,2.0,0.082,Red
0.22,0.98865,25.0,5.8,3.24,6.0,12.6,0.29,0.35,68.0,1.3,0.036,White
0.14,0.99136,36.0,9.2,3.05,6.0,11.6,0.37,0.55,84.0,1.1,0.034,White
0.29,0.99516,13.0,9.1,3.26,7.0,11.7,0.33,0.84,27.0,2.05,0.063,Red
0.18,0.9926,24.0,6.9,3.42,5.0,10.5,0.33,0.51,164.0,1.0,0.054,White
0.27,0.99084,18.0,7.6,3.06,6.0,12.4,0.34,0.48,56.0,5.0,0.04,White
0.37,0.9975,49.0,7.1,3.16,5.0,8.7,0.67,0.44,155.0,10.5,0.045,White
0.19,0.9923,23.0,6.1,3.37,6.0,11.6,0.25,0.51,112.0,4.0,0.023,White
0.27,0.99705,69.0,6.8,3.16,6.0,9.6,0.3,0.5,160.0,13.0,0.047,White
0.31,0.9983,13.0,9.7,3.27,6.0,10.0,0.47,0.66,33.0,1.6,0.062,Red
0.19,0.99546,49.0,6.9,3.0,6.0,10.7,0.35,0.63,118.0,13.5,0.038,White
0.54,0.99709,7.0,9.9,2.94,5.0,10.2,0.26,0.98,60.0,2.0,0.111,Red
0.31,0.98836,28.0,6.6,3.0,6.0,13.2,0.28,0.4,107.0,1.4,0.035,White
0.46,0.99782,19.0,7.9,3.06,5.0,9.5,0.4,0.62,184.0,10.1,0.168,White
0.3,0.9946,36.0,6.6,3.21,5.0,9.9,0.74,0.45,159.0,4.6,0.041,White
0.3,0.98968,40.0,6.9,3.08,6.0,12.1,0.36,0.36,156.0,0.9,0.037,White
0.16,0.9924,27.0,7.2,3.23,6.0,10.6,0.49,0.57,104.0,1.3,0.037,White
0.18,0.993,36.0,6.2,3.47,6.0,9.7,0.38,0.54,117.0,1.5,0.028,White
0.84,0.9952,32.0,6.6,3.52,7.0,12.3,0.03,0.56,48.0,2.3,0.059,Red
0.22,0.99099,97.0,5.7,3.44,6.0,11.1,0.25,0.62,175.0,1.1,0.05,White
0.34,0.9924,12.0,7.5,3.16,7.0,12.0,0.35,0.39,126.0,6.0,0.034,White
0.25,0.99189,11.0,8.5,3.06,6.0,11.5,0.31,0.44,61.0,2.8,0.032,White
0.59,0.9988,20.0,9.2,3.26,5.0,9.6,0.24,0.67,47.0,3.3,0.101,Red
0.34,0.99266,23.0,5.6,3.25,6.0,11.1,0.3,0.49,89.0,6.9,0.038,White
0.32,0.9902,29.0,7.2,3.15,7.0,12.8,0.33,0.51,109.0,1.4,0.029,White
0.475,0.9904,9.0,6.4,2.97,5.0,10.8,0.06,0.29,131.0,1.0,0.03,White
0.26,0.99558,48.0,6.7,3.19,5.0,9.5,0.49,0.48,197.0,8.1,0.052,White
0.3,0.99344,24.0,7.0,3.1,5.0,10.1,0.27,0.52,145.0,1.5,0.076,White
0.28,0.99528,49.0,6.4,3.15,5.0,9.2,0.44,0.48,179.0,7.1,0.048,White
0.31,0.9955,25.0,6.7,3.16,5.0,9.6,0.42,0.45,148.0,6.4,0.057,White
0.41,0.9973,18.0,7.8,3.08,5.0,9.3,0.68,1.31,69.0,1.7,0.467,Red
0.2,0.99944,51.0,7.5,3.09,5.0,9.3,0.47,0.62,188.0,16.9,0.052,White
0.26,0.99534,28.0,6.7,3.08,6.0,9.3,0.29,0.36,100.0,7.1,0.036,White
0.18,0.9963,24.0,6.4,3.35,6.0,9.4,0.32,0.49,90.0,9.6,0.052,White
0.38,0.99444,19.0,7.5,3.08,6.0,11.4,0.33,0.42,116.0,9.2,0.043,White
0.29,0.9971,25.0,7.6,3.31,6.0,10.1,0.49,0.61,60.0,2.7,0.092,Red
0.49,0.99388,14.0,7.4,3.35,6.0,12.0,0.27,0.63,25.0,2.1,0.071,Red
0.5,0.99692,21.0,8.9,3.33,6.0,11.1,0.21,0.83,39.0,2.2,0.088,Red
0.18,0.99469,29.0,6.7,3.11,7.0,10.9,0.28,0.45,115.0,10.2,0.039,White
0.24,0.99742,54.0,6.6,3.04,5.0,8.8,0.27,0.45,219.0,10.3,0.047,White
0.31,0.99208,20.0,6.9,3.05,6.0,9.8,0.32,0.54,166.0,1.2,0.024,White
0.21,0.99294,41.0,6.6,2.96,6.0,11.0,0.5,0.56,191.0,8.7,0.036,White
0.35,0.9936,35.0,8.2,3.15,7.0,11.9,0.4,0.34,162.0,6.3,0.039,White
0.15,0.993,38.0,6.2,3.38,6.0,9.7,0.46,0.51,123.0,1.6,0.039,White
0.2,0.9926,44.0,7.4,3.36,6.0,9.9,0.36,0.34,111.0,1.2,0.038,White
0.325,0.996,53.0,6.6,3.16,5.0,9.3,0.49,0.4,217.0,7.7,0.049,White
0.49,0.9966,9.0,7.7,3.39,5.0,9.6,0.26,0.64,31.0,1.9,0.062,Red
0.37,0.98993,64.0,6.8,3.45,8.0,12.6,0.28,0.6,106.0,1.9,0.024,White
0.33,0.9974,29.0,7.5,3.16,5.0,9.4,0.39,0.39,119.0,12.4,0.065,White
0.365,0.9941,24.0,7.1,3.15,5.0,8.9,0.14,0.43,84.0,1.2,0.055,White
0.39,0.99252,14.0,7.1,3.3,6.0,13.3,0.12,0.53,24.0,2.1,0.065,Red
0.5,0.9932,46.0,7.2,3.19,4.0,9.2,0.0,0.34,114.0,0.8,0.034,White
0.24,0.992,48.0,7.0,3.25,6.0,11.4,0.25,0.42,189.0,1.7,0.042,White
0.31,0.9965,36.0,7.1,2.94,5.0,9.5,0.3,1.62,127.0,2.2,0.053,Red
0.54,0.99785,24.0,7.6,3.39,5.0,9.4,0.13,0.61,66.0,2.5,0.097,Red
0.6,0.98854,3.0,5.3,3.27,6.0,13.0,0.34,0.38,60.0,1.4,0.031,White
0.625,0.9962,13.0,8.7,3.14,5.0,11.0,0.16,0.57,49.0,2.0,0.101,Red
0.53,0.996,15.0,7.9,3.27,6.0,9.4,0.24,0.54,105.0,2.0,0.072,Red
0.22,0.99474,37.0,7.2,3.08,5.0,10.3,0.35,0.5,183.0,5.5,0.054,White
0.31,0.9982,68.0,7.2,3.01,5.0,9.2,0.5,0.47,195.0,13.3,0.056,White
0.31,0.99566,57.0,6.7,3.17,6.0,9.4,0.18,0.44,200.0,7.7,0.043,White
0.24,0.9934,48.0,6.3,3.21,5.0,9.4,0.29,0.5,185.0,1.6,0.052,White
0.24,0.99567,53.0,6.3,3.17,6.0,10.6,0.29,0.38,134.0,13.7,0.035,White
